OP;Ref;Coleccion;UndProg;UndCort;FechaCorte;Estado de integracion;Bodega Despacho;InvPlanta;NombrePlanta;FSalidaConf;FEntregaConf;Proceso;InvBPT;Saldo BPT;Descripcion;Cuento;Genero;Tipo Tejido; pvp ; TEMPLO DE LA MODA ; BARRANCA ; VALOR FACTURACION  
4848;GC6025;LINEA UNIVERSO;410;440;14/02/2026;No;0;440;MACHADO DIAZ ALBANIS PAOLA;24-mar-26;17-abr-26;CONFECCION;0;440;CAMISILLA;BOGOTA;HOMBRE;PUNTO; $ 32.990 ; $ 11.977 ; $ 10.605 ; $ 5.088.776 
4849;GC6025;LINEA UNIVERSO;450;420;13/02/2026;No;0;420;MACHADO DIAZ ALBANIS PAOLA;24-mar-26;17-abr-26;CONFECCION;0;420;CAMISILLA;BOGOTA;HOMBRE;PUNTO; $ 32.990 ; $ 11.977 ; $ 10.605 ; $ 4.857.468 
4850;GC6025;LINEA UNIVERSO;390;430;16/02/2026;No;0;430;MACHADO DIAZ ALBANIS PAOLA;24-mar-26;17-abr-26;CONFECCION;0;430;CAMISILLA;BOGOTA;HOMBRE;PUNTO; $ 32.990 ; $ 11.977 ; $ 10.605 ; $ 4.973.122 
4851;GC6025;LINEA UNIVERSO;380;470;18/02/2026;No;0;470;MACHADO DIAZ ALBANIS PAOLA;24-mar-26;17-abr-26;CONFECCION;0;470;CAMISILLA;BOGOTA;HOMBRE;PUNTO; $ 32.990 ; $ 11.977 ; $ 10.605 ; $ 5.435.738 
4852;GC6025;LINEA UNIVERSO;530;420;14/02/2026;No;0;420;MACHADO DIAZ ALBANIS PAOLA;24-mar-26;17-abr-26;CONFECCION;0;420;CAMISILLA;BOGOTA;HOMBRE;PUNTO; $ 32.990 ; $ 11.977 ; $ 10.605 ; $ 4.857.468 
4863;FS1321;MODA UNIVERSO 2026 1;344;344;11/02/2026;No;0;344;G & H DENIM TEX S.A.S;30-mar-26;10-abr-26;LAVANDERIA;0;344;FALDA SHORT;ESPECIALES;DAMA;NA; $ 79.990 ; $ 36.227 ; $ 32.076 ; $ 12.033.705 
4864;FS1322;MODA UNIVERSO 2026 1;352;355;11/02/2026;No;0;355;G & H DENIM TEX S.A.S;30-mar-26;10-abr-26;LAVANDERIA;0;355;FALDA SHORT;ESPECIALES;DAMA;NA; $ 79.990 ; $ 37.956 ; $ 33.607 ; $ 13.011.212 
4865;FS1323;MODA UNIVERSO 2026 1;304;318;13/02/2026;No;0;318;G & H DENIM TEX S.A.S;16-mar-26;31-mar-26;LAVANDERIA;0;318;FALDA SHORT;ESPECIALES;DAMA;NA; $ 79.990 ; $ 38.471 ; $ 34.063 ; $ 11.813.255 
4866;FS1324;MODA UNIVERSO 2026 1;301;307;11/02/2026;No;0;307;G & H DENIM TEX S.A.S;23-feb-26;23-mar-26;CONFECCION;0;307;FALDA SHORT;ESPECIALES;DAMA;NA; $ 79.990 ; $ 34.250 ; $ 30.326 ; $ 10.153.350 
4867;FS1330;MODA UNIVERSO 2026 1;304;304;11/02/2026;No;0;304;G & H DENIM TEX S.A.S;30-mar-26;10-abr-26;LAVANDERIA;0;304;FALDA SHORT;ESPECIALES;DAMA;NA; $ 79.990 ; $ 34.956 ; $ 30.951 ; $ 10.261.368 
4868;FS1331;MODA UNIVERSO 2026 1;304;304;12/02/2026;No;0;304;G & H DENIM TEX S.A.S;08-abr-26;30-abr-26;LAVANDERIA;0;304;FALDA SHORT;ESPECIALES;DAMA;NA; $ 79.990 ; $ 35.801 ; $ 31.698 ; $ 10.509.310 
4869;T31012;MODA UNIVERSO 2026 1;990;953;14/02/2026;No;0;953;G & H DENIM TEX S.A.S;08-abr-26;24-abr-26;LAVANDERIA;0;953;BERMUDAS;ESPECIALES;HOMBRE;NA; $ 69.990 ; $ 35.468 ; $ 31.404 ; $ 32.639.106 
4870;T31011;MODA UNIVERSO 2026 1;810;842;14/02/2026;No;0;842;GOMEZ FLOREZ ROLANDO ANCISAR;14-abr-26;24-abr-26;TERMINACION;0;842;BERMUDAS;ESPECIALES;HOMBRE;NA; $ 69.990 ; $ 36.018 ; $ 31.891 ; $ 29.284.676 
4875;GB0039;LINEA UNIVERSO;888;936;19/02/2026;No;0;936;AGUDELO REY DIANA PATRICIA;25-feb-26;13-mar-26;CONFECCION;0;936;BLUSAS PROMOCION;BOGOTA;DAMA;PUNTO; $ 29.900 ; $ 13.572 ; $ 12.017 ; $ 12.266.748 
4878;MB6128;LINEA UNIVERSO;408;457;12/02/2026;No;0;456;ORGANIZACION MERCANTIL DE COLOMBIA ZOMAC S.A.S;25-mar-26;08-abr-26;ESTAMPADO;0;457;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 46.990 ; $ 17.473 ; $ 15.446 ; $ 7.707.259 
4890;P31059;MODA UNIVERSO 2026 1;720;498;25/02/2026;No;0;498;GOMEZ FLOREZ ROLANDO ANCISAR;14-abr-26;14-abr-26;TERMINACION;0;498;JEANS;ESPECIALES;HOMBRE;NA; $ 69.990 ; $ 35.880 ; $ 31.768 ; $ 17.253.907 
4891;P31059;MODA UNIVERSO 2026 1;888;920;17/02/2026;No;0;920;G & H DENIM TEX S.A.S;23-feb-26;23-mar-26;CONFECCION;0;920;JEANS;ESPECIALES;HOMBRE;NA; $ 69.990 ; $ 35.880 ; $ 31.768 ; $ 31.874.688 
4892;P31059;MODA UNIVERSO 2026 1;826;846;16/02/2026;No;0;846;G & H DENIM TEX S.A.S;08-abr-26;24-abr-26;LAVANDERIA;0;846;JEANS;ESPECIALES;HOMBRE;NA; $ 69.990 ; $ 35.880 ; $ 31.768 ; $ 29.310.854 
4893;P31060;MODA UNIVERSO 2026 1;560;525;19/02/2026;No;0;525;GOMEZ FLOREZ ROLANDO ANCISAR;14-abr-26;14-abr-26;TERMINACION;0;525;JEANS;ESPECIALES;HOMBRE;NA; $ 79.990 ; $ 38.170 ; $ 33.796 ; $ 19.350.345 
4894;P31060;MODA UNIVERSO 2026 1;480;539;19/02/2026;No;0;539;G & H DENIM TEX S.A.S;08-abr-26;30-abr-26;LAVANDERIA;0;539;JEANS;ESPECIALES;HOMBRE;NA; $ 79.990 ; $ 38.170 ; $ 33.796 ; $ 19.866.354 
4895;P31060;MODA UNIVERSO 2026 1;560;384;25/02/2026;No;0;0;;;;;384;0;JEANS;ESPECIALES;HOMBRE;NA; $ 79.990 ; $ 38.170 ; $ 33.796 ; $ -   
4896;P31060;MODA UNIVERSO 2026 1;480;390;03/03/2026;No;0;390;G & H DENIM TEX S.A.S;08-abr-26;24-abr-26;LAVANDERIA;0;390;JEANS;ESPECIALES;HOMBRE;NA; $ 79.990 ; $ 38.170 ; $ 33.796 ; $ 14.374.542 
4897;T31014;MODA UNIVERSO 2026 1;1.056;1.076;19/02/2026;No;0;1076;G & H DENIM TEX S.A.S;08-abr-26;30-abr-26;LAVANDERIA;0;1.076;BERMUDAS;ESPECIALES;HOMBRE;NA; $ 59.990 ; $ 30.552 ; $ 27.052 ; $ 31.744.152 
4898;T31014;MODA UNIVERSO 2026 1;1.056;1.092;28/02/2026;No;0;1092;G & H DENIM TEX S.A.S;08-abr-26;30-abr-26;LAVANDERIA;0;1.092;BERMUDAS;ESPECIALES;HOMBRE;NA; $ 59.990 ; $ 30.552 ; $ 27.052 ; $ 32.216.184 
4899;T31015;MODA UNIVERSO 2026 1;608;608;21/02/2026;No;0;608;GOMEZ FLOREZ ROLANDO ANCISAR;13-abr-26;24-abr-26;TERMINACION;0;608;BERMUDAS;ESPECIALES;HOMBRE;NA; $ 59.990 ; $ 30.183 ; $ 26.725 ; $ 17.720.525 
4900;T31015;MODA UNIVERSO 2026 1;608;652;24/02/2026;No;0;652;G & H DENIM TEX S.A.S;08-abr-26;30-abr-26;LAVANDERIA;0;652;BERMUDAS;ESPECIALES;HOMBRE;NA; $ 59.990 ; $ 30.183 ; $ 26.725 ; $ 19.002.931 
4901;T31010;MODA UNIVERSO 2026 1;1.008;1.055;18/02/2026;No;0;1055;G & H DENIM TEX S.A.S;08-abr-26;30-abr-26;LAVANDERIA;0;1.055;BERMUDAS;ESPECIALES;HOMBRE;NA; $ 59.990 ; $ 30.493 ; $ 27.000 ; $ 31.064.581 
4902;T31010;MODA UNIVERSO 2026 1;1.008;1.083;19/02/2026;No;0;1083;GOMEZ FLOREZ ROLANDO ANCISAR;14-abr-26;24-abr-26;TERMINACION;0;1.083;BERMUDAS;ESPECIALES;HOMBRE;NA; $ 59.990 ; $ 30.493 ; $ 27.000 ; $ 31.889.043 
4904;ME1072;LINEA UNIVERSO;357;350;14/02/2026;No;0;350;NARANJO JARAMILLO LUZ ADRIANA;31-mar-26;17-abr-26;CONFECCION;0;350;ENTERIZO;MODAFRESCA;DAMA;PUNTO; $ 39.900 ; $ 19.203 ; $ 16.976 ; $ 6.487.215 
4906;ME1072;LINEA UNIVERSO;350;315;16/02/2026;No;0;315;NARANJO JARAMILLO LUZ ADRIANA;31-mar-26;17-abr-26;CONFECCION;0;315;ENTERIZO;MODAFRESCA;DAMA;PUNTO; $ 39.900 ; $ 19.203 ; $ 16.976 ; $ 5.838.494 
4908;MB7656;MODA UNIVERSO 2026 1;245;252;25/02/2026;No;0;252;CATUCHE ACOSTA ANGELA YOHANA;10-abr-26;29-abr-26;CONFECCION;0;252;BLUSAS;MODAFRESCA;DAMA;NA; $ 34.990 ; $ 15.217 ; $ 13.452 ; $ 3.701.250 
4911;ME1266;MODA UNIVERSO 2026 1;219;246;17/02/2026;No;0;246;ARTEAGA GONZALEZ LUIS CARLOS;12-mar-26;10-abr-26;CONFECCION;0;246;JARDINERAS, BRAGAS,;MODAFRESCA;DAMA;NA; $ 64.990 ; $ 28.397 ; $ 25.103 ; $ 6.742.565 
4912;ME1268;MODA UNIVERSO 2026 1;189;186;16/02/2026;No;0;0;;;;;0;186;JARDINERAS, BRAGAS,;MODAFRESCA;DAMA;NA; $ 79.990 ; $ 35.716 ; $ 31.573 ; $ 6.411.997 
4913;MS0407;MODA UNIVERSO 2026 1;200;212;27/02/2026;No;0;0;;;;;0;212;SHORT;MODAFRESCA;DAMA;NA; $ 52.990 ; $ 20.894 ; $ 18.470 ; $ 4.275.362 
4915;806536;MODA UNIVERSO 2026 1;255;285;21/02/2026;No;0;285;BALTAN CASTILLO ANGELA TARCILA;27-feb-26;16-mar-26;CONFECCION;0;285;BLUSAS;BASICO;DAMA;NA; $ 29.990 ; $ 10.150 ; $ 8.973 ; $ 2.792.117 
4919;GB0029;LINEA UNIVERSO;572;546;19/02/2026;No;0;546;CORREDOR CAÑON MANUEL ANTONIO;25-feb-26;13-mar-26;CONFECCION;0;546;BLUSAS;BOGOTA;DAMA;PUNTO; $ 16.990 ; $ 6.444 ; $ 5.706 ; $ 3.397.540 
4932;MB7484;MODA UNIVERSO 2025;220;250;21/02/2026;No;0;250;ARGAEZ SEVILLANO LEIDY JULISSA;11-mar-26;30-mar-26;CONFECCION;0;250;BLUSAS;MODAFRESCA;DAMA;NA; $ 34.990 ; $ 13.341 ; $ 11.793 ; $ 3.219.150 
4936;MS0535;MODA UNIVERSO 2026 1;500;540;28/02/2026;No;0;540;CIFUENTES  YAMILETH;20-mar-26;30-abr-26;CONFECCION;0;540;BERMUDAS;MODAFRESCA;DAMA;NA; $ 42.990 ; $ 19.110 ; $ 16.893 ; $ 9.960.246 
4941;P31068;MODA UNIVERSO 2026 1;927;940;25/02/2026;No;0;940;G & H DENIM TEX S.A.S;30-mar-26;10-abr-26;LAVANDERIA;0;940;JEANS;ESPECIALES;HOMBRE;NA; $ 69.990 ; $ 36.371 ; $ 32.204 ; $ 33.013.646 
4945;GP0001;LINEA UNIVERSO;456;492;27/02/2026;No;0;492;PARRA GONZALES JENNY ALEJANDRA;12-mar-26;31-mar-26;CONFECCION;0;492;PIJAMAS;BOGOTA;DAMA;PUNTO; $ 26.900 ; $ 10.648 ; $ 9.413 ; $ 5.056.530 
4946;GP0001;LINEA UNIVERSO;588;636;27/02/2026;No;0;636;POWERTEX S.A.S;12-mar-26;10-abr-26;CONFECCION;0;636;PIJAMAS;BOGOTA;DAMA;PUNTO; $ 26.900 ; $ 10.648 ; $ 9.413 ; $ 6.536.490 
4948;GP0001;LINEA UNIVERSO;528;444;24/02/2026;No;0;444;PARRA GONZALES JENNY ALEJANDRA;25-feb-26;20-mar-26;CONFECCION;0;444;PIJAMAS;BOGOTA;DAMA;PUNTO; $ 26.900 ; $ 10.648 ; $ 9.413 ; $ 4.563.210 
4949;U23283;LINEA UNIVERSO;252;274;10/03/2026;No;0;0;;;;;0;274;CHAQUETAS;URBANO;HOMBRE;PUNTO; $ 69.900 ; $ 29.579 ; $ 26.147 ; $ 7.822.536 
4950;U23283;LINEA UNIVERSO;301;315;09/03/2026;No;0;315;BOLAÑOS ANDRADE DALILA BRUCKER;19-mar-26;24-abr-26;CONFECCION;0;315;CHAQUETAS;URBANO;HOMBRE;PUNTO; $ 69.900 ; $ 29.579 ; $ 26.147 ; $ 8.993.061 
4951;150215;LINEA UNIVERSO;378;396;27/02/2026;No;0;396;ANGULO HURTADO YESENIA;10-abr-26;20-abr-26;CONFECCION;0;396;BODYS;BASICO;DAMA;PUNTO; $ 42.900 ; $ 18.477 ; $ 16.334 ; $ 7.062.304 
4952;DD0013;LINEA UNIVERSO;360;410;03/03/2026;Ok;410;0;;;;;0;410;PANTALONETA PROMOCIO;BOGOTA;HOMBRE;PUNTO; $ 37.900 ; $ 15.129 ; $ 13.374 ; $ 5.987.025 
4953;DD0013;LINEA UNIVERSO;370;360;28/02/2026;No;0;360;VANEGAS ZUÑIGA DAGO;13-abr-26;24-abr-26;CONFECCION;0;360;PANTALONETA PROMOCIO;BOGOTA;HOMBRE;PUNTO; $ 37.900 ; $ 15.129 ; $ 13.374 ; $ 5.256.900 
4954;DD0013;LINEA UNIVERSO;490;480;05/03/2026;Ok;480;0;;;;;0;480;PANTALONETA PROMOCIO;BOGOTA;HOMBRE;PUNTO; $ 37.900 ; $ 15.129 ; $ 13.374 ; $ 7.009.200 
4955;DD0013;LINEA UNIVERSO;430;390;04/03/2026;No;0;390;VANEGAS ZUÑIGA DAGO;13-abr-26;30-abr-26;CONFECCION;0;390;PANTALONETA PROMOCIO;BOGOTA;HOMBRE;PUNTO; $ 37.900 ; $ 15.129 ; $ 13.374 ; $ 5.694.975 
4964;805514;MODA UNIVERSO 2025;528;600;19/02/2026;No;0;599;TORRES RESTREPO DAYANARA;07-abr-26;17-abr-26;ESTAMPADO;0;600;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ 6.241.800 
4967;805514;MODA UNIVERSO 2025;528;588;19/02/2026;No;0;0;;;;;588;0;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ -   
4968;805514;MODA UNIVERSO 2025;528;588;17/02/2026;No;0;2;ERASO VARGAS ANA JANNIN;23-feb-26;06-mar-26;CONFECCION;588;0;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ -   
4969;U24378;MODA UNIVERSO 2026 1;312;311;09/03/2026;No;0;311;VINASCO ERASO EVELYN TATIANA;26-mar-26;13-abr-26;CONFECCION;0;311;BUSOS;URBANO;DAMA;NA; $ 32.990 ; $ 13.810 ; $ 12.208 ; $ 4.145.443 
4974;700824;MODA UNIVERSO 2026 1;384;452;24/02/2026;No;0;452;CHANTRE CHAVACO MARIA CLARIBEL;16-mar-26;20-abr-26;CONFECCION;0;452;PANTALONES;BASICO;DAMA;NA; $ 59.990 ; $ 26.068 ; $ 23.044 ; $ 11.372.682 
4978;140303;LINEA UNIVERSO;150;155;27/02/2026;No;0;155;ZAMBRANO RODRIGUEZ MARIA FANNY;11-mar-26;26-jun-26;CONFECCION;0;155;ENTERIZO;BASICO;DAMA;PLANO; $ 66.990 ; $ 24.387 ; $ 21.558 ; $ 3.648.437 
4984;MP3563;LINEA UNIVERSO;352;328;27/02/2026;No;0;328;CHICA CARDONA LIBIA AMPARO;12-mar-26;31-mar-26;CONFECCION;0;328;PANTALONES;MODAFRESCA;DAMA;PLANO; $ 45.900 ; $ 21.999 ; $ 19.447 ; $ 6.964.555 
4987;IC0085;MODA UNIVERSO 2025;308;301;24/02/2026;No;0;301;DOMINGUEZ MELENDEZ SANDRA CARLINA;26-mar-26;17-abr-26;CONFECCION;0;301;PIJAMAS;INTIMA;DAMA;PLANO; $ 42.900 ; $ 12.155 ; $ 10.745 ; $ 3.531.332 
4989;GC8014;LINEA UNIVERSO;86;86;17/02/2026;Ok;86;0;;;;;0;86;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 847.702 
4996;GC8014;LINEA UNIVERSO;88;88;17/02/2026;Ok;88;0;;;;;0;88;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 867.416 
4997;GC8014;LINEA UNIVERSO;84;84;17/02/2026;Ok;84;0;;;;;0;84;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 827.988 
4998;GC8014;LINEA UNIVERSO;94;94;18/02/2026;Ok;94;0;;;;;0;94;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 926.558 
4999;GC8014;LINEA UNIVERSO;84;84;17/02/2026;Ok;84;0;;;;;0;84;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 827.988 
5006;809584;LINEA UNIVERSO;392;384;25/02/2026;No;0;0;;;;;0;384;BLUSAS;BASICO;DAMA;PUNTO; $ 26.990 ; $ 9.913 ; $ 8.763 ; $ 3.674.112 
5007;808565;LINEA UNIVERSO;416;400;27/02/2026;No;0;400;LOPEZ ROJAS VALERIA;05-mar-26;19-mar-26;CONFECCION;0;400;BLUSAS;BASICO;DAMA;PUNTO; $ 29.990 ; $ 9.679 ; $ 8.556 ; $ 3.736.840 
5008;808565;LINEA UNIVERSO;400;456;28/02/2026;No;0;1;LOPEZ JOJOA ZULAY KARINA;11-mar-26;25-mar-26;CONFECCION;456;0;BLUSAS;BASICO;DAMA;PUNTO; $ 29.990 ; $ 9.679 ; $ 8.556 ; $ -   
5017;BOX309;LINEA UNIVERSO;268;134;18/02/2026;No;0;134;BOTERO CORREA RUBEN DARIO;02-mar-26;03-abr-26;CONFECCION;0;134;BOXER PROMOCION;INTIMA;NIÑO;PLANO; $ 21.990 ; $ 9.657 ; $ 8.537 ; $ 1.249.014 
5020;MB0950;LINEA UNIVERSO;600;630;27/02/2026;No;0;630;MORENO VELEZ ERICA;10-mar-26;23-abr-26;CONFECCION;0;630;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ 7.814.520 
5021;MB0950;LINEA UNIVERSO;600;630;27/02/2026;No;0;630;VERA CARDONA LUZ ENEIDA;18-mar-26;06-abr-26;CONFECCION;0;630;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ 7.814.520 
5032;FS1333;MODA UNIVERSO 2026 1;322;308;07/03/2026;No;0;308;G & H DENIM TEX S.A.S;12-mar-26;13-abr-26;CONFECCION;0;308;FALDA SHORT;ESPECIALES;DAMA;NA; $ 79.990 ; $ 35.304 ; $ 31.259 ; $ 10.499.874 
5033;FS1332;MODA UNIVERSO 2026 1;308;308;07/03/2026;No;0;308;G & H DENIM TEX S.A.S;12-mar-26;13-abr-26;CONFECCION;0;308;FALDA SHORT;ESPECIALES;DAMA;NA; $ 79.990 ; $ 37.907 ; $ 33.563 ; $ 11.273.970 
5034;DD3001;LINEA UNIVERSO;576;444;18/02/2026;No;0;444;HERNANDEZ RAMIREZ NATIA GINARY;24-mar-26;24-mar-26;TRANSFER;0;444;PANTALONETA PROMOCIO;DEPORTIVO;NIÑO;PUNTO; $ 37.990 ; $ 17.024 ; $ 15.050 ; $ 7.295.719 
5039;IC0083;LINEA UNIVERSO;500;520;21/02/2026;No;0;3;ORGANIZACION MERCANTIL DE COLOMBIA ZOMAC S.A.S;10-mar-26;27-mar-26;ESTAMPADO;520;0;BLUSAS;INTIMA;DAMA;PUNTO; $ 27.900 ; $ 15.327 ; $ 13.549 ; $ -   
5041;MB7693;MODA UNIVERSO 2026 1;312;296;04/03/2026;No;0;296;BECERRA GARCIA YESENIA;06-abr-26;22-abr-26;CONFECCION;0;296;TOP CROP;MODAFRESCA;DAMA;NA; $ 32.990 ; $ 13.788 ; $ 12.188 ; $ 3.939.168 
5048;DOT013;LINEA UNIVERSO;392;413;19/02/2026;No;0;0;;;;;0;413;BLUSAS;BASICO;DAMA;NA; $ - ; $ 24.088 ; $ 21.294 ; $ 9.602.167 
5056;MC8425;MODA UNIVERSO 2026 1;240;220;10/03/2026;No;0;220;ZAPATA CARDONA YAZET;16-mar-26;13-abr-26;CONFECCION;0;220;CONJUNTOS;MODAFRESCA;DAMA;NA; $ 49.990 ; $ 20.448 ; $ 18.076 ; $ 4.342.008 
5057;806531;MODA UNIVERSO 2026 1;234;234;04/03/2026;No;0;234;MERA EMILIA;07-abr-26;27-abr-26;CONFECCION;0;234;BLUSAS;BASICO;DAMA;NA; $ 45.990 ; $ 17.976 ; $ 15.891 ; $ 4.060.017 
5058;806530;MODA UNIVERSO 2026 1;225;216;28/02/2026;No;0;216;HERNANDEZ PORTELA DANIEL ALEJANDRO;05-mar-26;27-mar-26;CONFECCION;0;216;BLUSAS;BASICO;DAMA;NA; $ 62.990 ; $ 28.627 ; $ 25.306 ; $ 5.968.231 
5060;MB7676;MODA UNIVERSO 2026 1;336;320;04/03/2026;No;0;320;MONTERO RODRIGUEZ ANGELA JOHANA;20-mar-26;23-abr-26;CONFECCION;0;320;BLUSAS;MODAFRESCA;DAMA;NA; $ 49.990 ; $ 19.594 ; $ 17.321 ; $ 6.051.872 
5061;MB7678;MODA UNIVERSO 2026 1;390;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;NA; $ 42.990 ; $ 17.490 ; $ 15.461 ; $ -   
5062;P31066;MODA UNIVERSO 2026 1;891;864;05/03/2026;No;0;864;G & H DENIM TEX S.A.S;12-mar-26;13-abr-26;CONFECCION;0;864;JEANS;ESPECIALES;HOMBRE;NA; $ 69.990 ; $ 38.363 ; $ 33.967 ; $ 32.006.189 
5063;P31064;MODA UNIVERSO 2026 1;882;853;07/03/2026;No;0;853;G & H DENIM TEX S.A.S;12-mar-26;13-abr-26;CONFECCION;0;853;JEANS;ESPECIALES;HOMBRE;NA; $ 69.990 ; $ 38.363 ; $ 33.967 ; $ 31.598.703 
5064;P31065;MODA UNIVERSO 2026 1;882;861;12/03/2026;No;0;861;G & H DENIM TEX S.A.S;30-mar-26;10-abr-26;LAVANDERIA;0;861;JEANS;ESPECIALES;HOMBRE;NA; $ 69.990 ; $ 38.363 ; $ 33.967 ; $ 31.895.056 
5065;MV2132;LINEA UNIVERSO;490;455;28/02/2026;No;0;455;CUERVO CASTRO YESSIKA CAROLINA;02-mar-26;31-mar-26;CONFECCION;0;455;VESTIDOS;MODAFRESCA;DAMA;PLANO; $ 49.900 ; $ 20.095 ; $ 17.764 ; $ 8.825.044 
5067;MB1159;LINEA UNIVERSO;511;441;28/02/2026;No;0;441;DIAGO DIAZ SEBASTIAN DE JESUS;06-mar-26;27-mar-26;CONFECCION;0;441;SOBREPUESTOS;MODAFRESCA;DAMA;PUNTO; $ 29.900 ; $ 10.691 ; $ 9.451 ; $ 4.550.679 
5069;150215;LINEA UNIVERSO;444;398;04/03/2026;No;0;398;SERNA ESPITIA IRMA YOLANDA;31-mar-26;21-abr-26;CONFECCION;0;398;BODYS;BASICO;DAMA;PUNTO; $ 42.900 ; $ 18.477 ; $ 16.334 ; $ 7.097.972 
5071;BOX185;LINEA UNIVERSO;936;1.032;27/02/2026;No;0;1032;BOTERO CORREA RUBEN DARIO;02-mar-26;31-mar-26;CONFECCION;0;1.032;BOXER PROMOCION;INTIMA;HOMBRE;PUNTO; $ 22.990 ; $ 10.613 ; $ 9.382 ; $ 10.571.498 
5076;P31063;MODA UNIVERSO 2026 1;1.080;956;05/03/2026;No;0;956;GOMEZ FLOREZ ROLANDO ANCISAR;13-abr-26;24-abr-26;TERMINACION;0;956;JEANS;ESPECIALES;HOMBRE;NA; $ 79.990 ; $ 42.296 ; $ 37.450 ; $ 39.045.143 
5077;P31062;MODA UNIVERSO 2026 1;648;711;10/03/2026;No;0;711;G & H DENIM TEX S.A.S;08-abr-26;30-abr-26;LAVANDERIA;0;711;JEANS;ESPECIALES;HOMBRE;NA; $ 79.990 ; $ 42.296 ; $ 37.450 ; $ 29.038.804 
5078;P31069;MODA UNIVERSO 2026 1;882;666;07/03/2026;No;0;666;G & H DENIM TEX S.A.S;08-abr-26;24-abr-26;LAVANDERIA;0;666;JEANS;ESPECIALES;HOMBRE;NA; $ 79.990 ; $ 42.448 ; $ 37.584 ; $ 27.298.541 
5080;301139;MODA UNIVERSO 2026 1;210;195;03/03/2026;No;0;195;SALAZAR HERNANDEZ JHOANNA NATALY;05-mar-26;13-abr-26;CONFECCION;0;195;VESTIDOS;BASICO;DAMA;NA; $ 46.990 ; $ 18.676 ; $ 16.510 ; $ 3.515.109 
5081;MB7674;MODA UNIVERSO 2026 1;210;255;06/03/2026;No;0;255;CARREÑO CAMPO ANABEIBA;11-mar-26;25-mar-26;CONFECCION;0;255;BLUSAS;MODAFRESCA;DAMA;NA; $ 36.990 ; $ 15.750 ; $ 13.923 ; $ 3.876.485 
5082;MB7651;MODA UNIVERSO 2025;240;245;06/03/2026;No;0;245;LUGO RIOS ERIKA MILAGROS;11-mar-26;31-mar-26;CONFECCION;0;245;BLUSAS;MODAFRESCA;DAMA;NA; $ 34.990 ; $ 13.692 ; $ 12.104 ; $ 3.237.822 
5085;MB7541;MODA UNIVERSO 2026 1;215;226;05/03/2026;No;0;0;;;;;0;226;BUSOS;MODAFRESCA;DAMA;NA; $ 46.990 ; $ 19.629 ; $ 17.352 ; $ 4.281.773 
5088;MB7664;MODA UNIVERSO 2026 1;205;163;04/03/2026;No;0;163;HERNANDEZ PORTELA DANIEL ALEJANDRO;05-mar-26;17-abr-26;CONFECCION;0;163;CAMISERAS;MODAFRESCA;DAMA;NA; $ 52.990 ; $ 24.224 ; $ 21.414 ; $ 3.811.103 
5089;P12984;MODA UNIVERSO 2026 1;840;856;07/03/2026;No;0;856;G & H DENIM TEX S.A.S;08-abr-26;24-abr-26;LAVANDERIA;0;856;JEANS;ESPECIALES;DAMA;NA; $ 89.990 ; $ 43.082 ; $ 38.145 ; $ 35.610.370 
5090;GP0004;LINEA UNIVERSO;252;258;02/03/2026;No;0;258;PARRA GONZALES JENNY ALEJANDRA;12-mar-26;31-mar-26;CONFECCION;0;258;PIJAMAS;BOGOTA;DAMA;PUNTO; $ 42.900 ; $ 22.922 ; $ 20.263 ; $ 5.708.069 
5091;GP0004;LINEA UNIVERSO;276;276;28/02/2026;No;0;276;PARRA GONZALES JENNY ALEJANDRA;12-mar-26;31-mar-26;CONFECCION;0;276;PIJAMAS;BOGOTA;DAMA;PUNTO; $ 42.900 ; $ 22.922 ; $ 20.263 ; $ 6.106.307 
5092;GP0004;LINEA UNIVERSO;348;334;03/03/2026;No;0;334;PARRA GONZALES JENNY ALEJANDRA;12-mar-26;31-mar-26;CONFECCION;0;334;PIJAMAS;BOGOTA;DAMA;PUNTO; $ 42.900 ; $ 22.922 ; $ 20.263 ; $ 7.389.516 
