OP;Ref;Coleccion;UndProg;UndCort;FechaCorte;Estado de integracion;Bodega Despacho;InvPlanta;NombrePlanta;FSalidaConf;FEntregaConf;Proceso;InvBPT;Saldo BPT;Descripcion;Cuento;Genero;Tipo Tejido; pvp ; TEMPLO DE LA MODA ; BARRANCA ; VALOR FACTURACION  
5682;GS6299;MODA UNIVERSO 2026 1;818;818;31/03/2026;No;0;818;SEPTEMBER-FIVE S.A.S;06-abr-26;29-may-26;CONFECCION;0;818;CAMISAS;BOGOTA;HOMBRE;NA; $ - ; $ -   ; $ -   ; $ -   
5683;GS6299;MODA UNIVERSO 2026 1;235;235;31/03/2026;No;0;235;SEPTEMBER-FIVE S.A.S;06-abr-26;29-may-26;CONFECCION;0;235;CAMISAS;BOGOTA;HOMBRE;NA; $ - ; $ -   ; $ -   ; $ -   
5684;GC6140;MODA UNIVERSO 2026 1;480;496;07/04/2026;Ok;496;496;AGUDELO REY DIANA PATRICIA;10-abr-26;30-abr-26;CONFECCION;0;496;BUSOS;BOGOTA;HOMBRE;NA; $ 29.990 ; $ 14.437 ; $ 12.783 ; $ 6.914.637 
5685;GC6140;MODA UNIVERSO 2026 1;480;470;07/04/2026;Ok;470;470;AGUDELO REY DIANA PATRICIA;10-abr-26;30-abr-26;CONFECCION;0;470;BUSOS;BOGOTA;HOMBRE;NA; $ 29.990 ; $ 14.437 ; $ 12.783 ; $ 6.552.176 
5686;D21481;MODA UNIVERSO 2026 1;384;432;07/04/2026;No;0;432;POWERTEX S.A.S;10-abr-26;30-abr-26;CONFECCION;0;432;CONJUNTOS;BOGOTA;HOMBRE;NA; $ 52.990 ; $ 21.779 ; $ 19.252 ; $ 9.081.029 
5687;D21481;MODA UNIVERSO 2026 1;384;404;08/04/2026;No;0;404;OLIVEROS FIGUEREDO OSMAR IBAN;10-abr-26;30-abr-26;CONFECCION;0;404;CONJUNTOS;BOGOTA;HOMBRE;NA; $ 52.990 ; $ 21.779 ; $ 19.252 ; $ 8.492.444 
5688;GB0069;MODA UNIVERSO 2026 1;544;561;10/04/2026;Ok;561;0;;;;;0;561;BLUSAS;BOGOTA;DAMA;NA; $ 25.990 ; $ 11.842 ; $ 10.468 ; $ 6.412.118 
5689;GB0069;MODA UNIVERSO 2026 1;561;571;10/04/2026;Ok;571;0;;;;;0;571;BLUSAS;BOGOTA;DAMA;NA; $ 25.990 ; $ 11.842 ; $ 10.468 ; $ 6.526.416 
5690;GB0069;MODA UNIVERSO 2026 1;544;527;10/04/2026;Ok;527;0;;;;;0;527;BLUSAS;BOGOTA;DAMA;NA; $ 25.990 ; $ 11.842 ; $ 10.468 ; $ 6.023.505 
5691;GB0069;MODA UNIVERSO 2026 1;561;544;08/04/2026;Ok;544;544;POWERTEX S.A.S;10-abr-26;30-abr-26;CONFECCION;0;544;BLUSAS;BOGOTA;DAMA;NA; $ 25.990 ; $ 11.842 ; $ 10.468 ; $ 6.217.811 
5692;D21481;MODA UNIVERSO 2026 1;325;370;07/04/2026;No;0;370;POWERTEX S.A.S;10-abr-26;30-abr-26;CONFECCION;0;370;CONJUNTOS;BOGOTA;HOMBRE;NA; $ 52.990 ; $ 21.779 ; $ 19.252 ; $ 7.777.733 
5693;D21481;MODA UNIVERSO 2026 1;280;326;07/04/2026;No;0;326;OLIVEROS FIGUEREDO OSMAR IBAN;10-abr-26;30-abr-26;CONFECCION;0;326;CONJUNTOS;BOGOTA;HOMBRE;NA; $ 52.990 ; $ 21.779 ; $ 19.252 ; $ 6.852.813 
5694;GB0069;MODA UNIVERSO 2026 1;544;544;10/04/2026;Ok;544;0;;;;;0;544;BLUSAS;BOGOTA;DAMA;NA; $ 25.990 ; $ 11.842 ; $ 10.468 ; $ 6.217.811 
5695;GB0069;MODA UNIVERSO 2026 1;561;561;10/04/2026;No;0;0;;;;;0;561;BLUSAS;BOGOTA;DAMA;NA; $ 25.990 ; $ 11.842 ; $ 10.468 ; $ 6.412.118 
5696;GB0069;MODA UNIVERSO 2026 1;714;697;13/04/2026;No;0;0;;;;;0;697;BLUSAS;BOGOTA;DAMA;NA; $ 25.990 ; $ 11.842 ; $ 10.468 ; $ 7.966.571 
5698;U23266;LINEA UNIVERSO;252;274;14/04/2026;No;0;0;;;;;0;274;BUSOS;URBANO;HOMBRE;PUNTO; $ 62.990 ; $ 28.057 ; $ 24.803 ; $ 7.420.139 
5699;U23266;LINEA UNIVERSO;238;0;;No;0;0;;;;;0;0;BUSOS;URBANO;HOMBRE;PUNTO; $ 62.990 ; $ 28.057 ; $ 24.803 ; $ -   
5700;U23266;LINEA UNIVERSO;252;0;;No;0;0;;;;;0;0;BUSOS;URBANO;HOMBRE;PUNTO; $ 62.990 ; $ 28.057 ; $ 24.803 ; $ -   
5701;U23266;LINEA UNIVERSO;252;0;;No;0;0;;;;;0;0;BUSOS;URBANO;HOMBRE;PUNTO; $ 62.990 ; $ 28.057 ; $ 24.803 ; $ -   
5702;GB0070;MODA UNIVERSO 2026 1;310;320;10/04/2026;Ok;320;0;;;;;0;320;BUSOS;BOGOTA;DAMA;NA; $ 24.990 ; $ 11.367 ; $ 10.048 ; $ 3.510.816 
5703;GB0070;MODA UNIVERSO 2026 1;420;410;08/04/2026;Ok;410;410;CORREDOR CAÑON MANUEL ANTONIO;10-abr-26;30-abr-26;CONFECCION;0;410;BUSOS;BOGOTA;DAMA;NA; $ 24.990 ; $ 11.367 ; $ 10.048 ; $ 4.498.233 
5704;GB0070;MODA UNIVERSO 2026 1;410;410;13/04/2026;No;0;0;;;;;0;410;BUSOS;BOGOTA;DAMA;NA; $ 24.990 ; $ 11.367 ; $ 10.048 ; $ 4.498.233 
5707;GB0070;MODA UNIVERSO 2026 1;310;310;10/04/2026;Ok;310;0;;;;;0;310;BUSOS;BOGOTA;DAMA;NA; $ 24.990 ; $ 11.367 ; $ 10.048 ; $ 3.401.103 
5708;GB0070;MODA UNIVERSO 2026 1;492;510;10/04/2026;Ok;510;0;;;;;0;510;BUSOS;BOGOTA;DAMA;NA; $ 24.990 ; $ 11.367 ; $ 10.048 ; $ 5.595.363 
5709;GB0070;MODA UNIVERSO 2026 1;564;594;14/04/2026;No;0;0;;;;;0;594;BUSOS;BOGOTA;DAMA;NA; $ 24.990 ; $ 11.367 ; $ 10.048 ; $ 6.516.952 
5710;GB0070;MODA UNIVERSO 2026 1;400;357;10/04/2026;Ok;357;0;;;;;0;357;BUSOS;BOGOTA;DAMA;NA; $ 24.990 ; $ 11.367 ; $ 10.048 ; $ 3.916.754 
5711;GB0070;MODA UNIVERSO 2026 1;410;420;13/04/2026;No;0;0;;;;;0;420;BUSOS;BOGOTA;DAMA;NA; $ 24.990 ; $ 11.367 ; $ 10.048 ; $ 4.607.946 
5712;GB0070;MODA UNIVERSO 2026 1;420;440;10/04/2026;Ok;440;0;;;;;0;440;BUSOS;BOGOTA;DAMA;NA; $ 24.990 ; $ 11.367 ; $ 10.048 ; $ 4.827.372 
5713;GB0070;MODA UNIVERSO 2026 1;430;430;10/04/2026;Ok;430;0;;;;;0;430;BUSOS;BOGOTA;DAMA;NA; $ 24.990 ; $ 11.367 ; $ 10.048 ; $ 4.717.659 
5714;U24344;MODA UNIVERSO 2025;399;413;14/04/2026;No;0;0;;;;;0;413;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 26.900 ; $ 11.044 ; $ 9.763 ; $ 4.402.456 
5715;IC8018;LINEA UNIVERSO;332;0;;No;0;0;;;;;0;0;SALIDAS DE BAÑO;INTIMA;DAMA;PUNTO; $ 39.900 ; $ 16.496 ; $ 14.582 ; $ -   
5716;ME1495;LINEA UNIVERSO;336;364;13/04/2026;No;0;0;;;;;0;364;ENTERIZO;MODAFRESCA;DAMA;PUNTO; $ 64.900 ; $ 26.031 ; $ 23.012 ; $ 9.145.609 
5717;MB7726;MODA UNIVERSO 2026 1;207;301;13/04/2026;No;0;0;;;;;0;301;BLUSAS;MODAFRESCA;DAMA;NA; $ 42.990 ; $ 16.473 ; $ 14.562 ; $ 4.785.810 
5718;806512;MODA UNIVERSO 2025;280;0;;No;0;0;;;;;0;0;BLUSAS;BASICO;DAMA;PUNTO; $ 29.990 ; $ 13.091 ; $ 11.573 ; $ -   
5719;MB7472;MODA UNIVERSO 2025;330;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 13.261 ; $ 11.722 ; $ -   
5720;805183;FIN DE AÑO;384;378;13/04/2026;No;0;0;;;;;0;378;BLUSAS;BASICO;DAMA;PLANO; $ 36.900 ; $ 14.012 ; $ 12.387 ; $ 5.112.261 
5721;805184;FIN DE AÑO;250;250;13/04/2026;No;0;0;;;;;0;250;BLUSAS;BASICO;DAMA;PLANO; $ 54.900 ; $ 21.527 ; $ 19.030 ; $ 5.194.475 
5722;IC0083;LINEA UNIVERSO;590;590;13/04/2026;No;0;0;;;;;0;590;BLUSAS;INTIMA;DAMA;PUNTO; $ 27.900 ; $ 15.327 ; $ 13.549 ; $ 8.728.224 
5723;IC0083;LINEA UNIVERSO;620;660;14/04/2026;No;0;0;;;;;0;660;BLUSAS;INTIMA;DAMA;PUNTO; $ 27.900 ; $ 15.327 ; $ 13.549 ; $ 9.763.776 
5724;IC0083;LINEA UNIVERSO;610;0;;No;0;0;;;;;0;0;BLUSAS;INTIMA;DAMA;PUNTO; $ 27.900 ; $ 15.327 ; $ 13.549 ; $ -   
5725;805356;LINEA UNIVERSO;252;0;;No;0;0;;;;;0;0;BLUSAS;BASICO;DAMA;PUNTO; $ 42.990 ; $ 19.907 ; $ 17.626 ; $ -   
5726;805182;FIN DE AÑO;275;280;13/04/2026;No;0;0;;;;;0;280;BLUSAS;BASICO;DAMA;NA; $ 45.900 ; $ 17.419 ; $ 15.398 ; $ 4.707.556 
5727;GB0071;MODA UNIVERSO 2026 1;564;570;14/04/2026;No;0;0;;;;;0;570;BLUSAS;BOGOTA;DAMA;NA; $ 44.990 ; $ 17.970 ; $ 15.886 ; $ 9.886.536 
5728;GB0071;MODA UNIVERSO 2026 1;498;516;13/04/2026;No;0;0;;;;;0;516;BLUSAS;BOGOTA;DAMA;NA; $ 44.990 ; $ 17.970 ; $ 15.886 ; $ 8.949.917 
5730;GB0071;MODA UNIVERSO 2026 1;570;594;14/04/2026;No;0;0;;;;;0;594;BLUSAS;BOGOTA;DAMA;NA; $ 44.990 ; $ 17.970 ; $ 15.886 ; $ 10.302.811 
5731;GB0071;MODA UNIVERSO 2026 1;504;492;14/04/2026;No;0;0;;;;;0;492;BLUSAS;BOGOTA;DAMA;NA; $ 44.990 ; $ 17.970 ; $ 15.886 ; $ 8.533.642 
5732;805194;MODA UNIVERSO 2026 1;549;585;14/04/2026;No;0;0;;;;;0;585;BLUSAS;INTIMA;DAMA;NA; $ 39.900 ; $ 17.275 ; $ 15.271 ; $ 9.754.173 
5733;805195;MODA UNIVERSO 2026 1;549;0;;No;0;0;;;;;0;0;BLUSAS;INTIMA;DAMA;NA; $ 42.900 ; $ 17.159 ; $ 15.168 ; $ -   
5734;805195;MODA UNIVERSO 2026 1;549;585;13/04/2026;No;0;0;;;;;0;585;BLUSAS;INTIMA;DAMA;NA; $ 42.900 ; $ 17.159 ; $ 15.168 ; $ 9.688.595 
5735;MP3731;LINEA UNIVERSO;388;453;13/04/2026;No;0;0;;;;;0;453;PANTALONES;MODAFRESCA;DAMA;PUNTO; $ 56.990 ; $ 22.172 ; $ 19.632 ; $ 9.698.730 
5736;MP3731;LINEA UNIVERSO;392;396;14/04/2026;No;0;0;;;;;0;396;PANTALONES;MODAFRESCA;DAMA;PUNTO; $ 56.990 ; $ 22.172 ; $ 19.632 ; $ 8.478.360 
5737;MP3336;MODA UNIVERSO 2025;264;0;;No;0;0;;;;;0;0;PANTALONES;MODAFRESCA;DAMA;PUNTO; $ 34.990 ; $ 15.514 ; $ 13.714 ; $ -   
5738;MP3336;MODA UNIVERSO 2025;264;0;;No;0;0;;;;;0;0;PANTALONES;MODAFRESCA;DAMA;PUNTO; $ 34.990 ; $ 15.514 ; $ 13.714 ; $ -   
5739;700171;MODA UNIVERSO 2025;330;0;;No;0;0;;;;;0;0;PANTALONES;BASICO;DAMA;PUNTO; $ 30.900 ; $ 15.044 ; $ 13.299 ; $ -   
5740;ME1118;MODA UNIVERSO 2026 1;329;252;14/04/2026;No;0;0;;;;;0;252;ENTERIZO;MODAFRESCA;DAMA;NA; $ 34.900 ; $ 15.784 ; $ 13.953 ; $ 3.839.144 
5741;ME1118;MODA UNIVERSO 2026 1;336;364;13/04/2026;No;0;0;;;;;0;364;ENTERIZO;MODAFRESCA;DAMA;NA; $ 34.900 ; $ 15.784 ; $ 13.953 ; $ 5.545.431 
5742;700171;MODA UNIVERSO 2025;330;0;;No;0;0;;;;;0;0;PANTALONES;BASICO;DAMA;PUNTO; $ 30.900 ; $ 15.044 ; $ 13.299 ; $ -   
5743;700171;MODA UNIVERSO 2025;330;372;14/04/2026;No;0;0;;;;;0;372;PANTALONES;BASICO;DAMA;PUNTO; $ 30.900 ; $ 15.044 ; $ 13.299 ; $ 5.401.626 
5744;ME1118;MODA UNIVERSO 2026 1;364;371;13/04/2026;No;0;0;;;;;0;371;ENTERIZO;MODAFRESCA;DAMA;NA; $ 34.900 ; $ 15.784 ; $ 13.953 ; $ 5.652.074 
5745;700171;MODA UNIVERSO 2025;396;420;14/04/2026;No;0;0;;;;;0;420;PANTALONES;BASICO;DAMA;PUNTO; $ 30.900 ; $ 15.044 ; $ 13.299 ; $ 6.098.610 
5746;MC8424;MODA UNIVERSO 2026 1;222;0;;No;0;0;;;;;0;0;CONJUNTOS;MODAFRESCA;DAMA;NA; $ 49.990 ; $ 22.815 ; $ 20.168 ; $ -   
5747;MV2558;LINEA UNIVERSO;516;588;14/04/2026;No;0;0;;;;;0;588;VESTIDOS;MODAFRESCA;DAMA;PLANO; $ 49.900 ; $ 22.580 ; $ 19.960 ; $ 12.814.872 
5748;MV2558;LINEA UNIVERSO;594;570;14/04/2026;No;0;0;;;;;0;570;VESTIDOS;MODAFRESCA;DAMA;PLANO; $ 49.900 ; $ 22.580 ; $ 19.960 ; $ 12.422.580 
5749;ME1231;FIN DE AÑO;304;0;;No;0;0;;;;;0;0;ENTERIZO;MODAFRESCA;DAMA;PLANO; $ 69.900 ; $ 23.776 ; $ 21.018 ; $ -   
5750;MV2558;LINEA UNIVERSO;570;0;;No;0;0;;;;;0;0;VESTIDOS;MODAFRESCA;DAMA;PLANO; $ 49.900 ; $ 22.580 ; $ 19.960 ; $ -   
5753;ME1184;LINEA UNIVERSO;451;0;;No;0;0;;;;;0;0;ENTERIZO;MODAFRESCA;DAMA;PUNTO; $ 34.900 ; $ 15.183 ; $ 13.422 ; $ -   
5754;ME1184;LINEA UNIVERSO;385;0;;No;0;0;;;;;0;0;ENTERIZO;MODAFRESCA;DAMA;PUNTO; $ 34.900 ; $ 15.183 ; $ 13.422 ; $ -   
5757;MB6110;LINEA UNIVERSO;558;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 49.990 ; $ 19.909 ; $ 17.600 ; $ -   
5758;MB6110;LINEA UNIVERSO;450;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 49.990 ; $ 19.909 ; $ 17.600 ; $ -   
5759;MB6110;LINEA UNIVERSO;657;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 49.990 ; $ 19.909 ; $ 17.600 ; $ -   
5763;MB6128;LINEA UNIVERSO;450;363;14/04/2026;No;0;0;;;;;0;363;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 46.990 ; $ 17.473 ; $ 15.446 ; $ 6.121.959 
5764;MB6128;LINEA UNIVERSO;432;476;14/04/2026;No;0;0;;;;;0;476;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 46.990 ; $ 17.473 ; $ 15.446 ; $ 8.027.692 
5765;MB7556;MODA UNIVERSO 2026 1;315;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;NA; $ 39.990 ; $ 18.479 ; $ 16.335 ; $ -   
5766;805119;LINEA UNIVERSO;504;0;;No;0;0;;;;;0;0;BLUSAS;BASICO;DAMA;PUNTO; $ 42.990 ; $ 19.343 ; $ 17.099 ; $ -   
5767;805119;LINEA UNIVERSO;528;552;14/04/2026;No;0;0;;;;;0;552;BLUSAS;BASICO;DAMA;PUNTO; $ 42.990 ; $ 19.343 ; $ 17.099 ; $ 10.305.730 
5768;806604;MODA UNIVERSO 2026 1;200;0;;No;0;0;;;;;0;0;SOBREPUESTOS;BASICO;DAMA;NA; $ 49.990 ; $ 20.547 ; $ 18.163 ; $ -   
5769;MB7736;MODA UNIVERSO 2026 1;210;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;NA; $ 36.990 ; $ 16.029 ; $ 14.170 ; $ -   
5770;MB7735;MODA UNIVERSO 2026 1;210;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;NA; $ 29.990 ; $ 11.586 ; $ 10.242 ; $ -   
5771;150268;MODA UNIVERSO 2026 1;210;0;;No;0;0;;;;;0;0;BODYS;BASICO;DAMA;NA; $ 59.990 ; $ 26.306 ; $ 23.254 ; $ -   
5772;MB7559;MODA UNIVERSO 2026 1;252;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;NA; $ 49.990 ; $ 21.335 ; $ 18.860 ; $ -   
5773;MV2638;MODA UNIVERSO 2026 1;200;0;;No;0;0;;;;;0;0;VESTIDOS;DEPORTIVO;DAMA;NA; $ 64.990 ; $ 27.562 ; $ 24.365 ; $ -   
5774;MV2636;MODA UNIVERSO 2026 1;204;0;;No;0;0;;;;;0;0;VESTIDOS;MODAFRESCA;DAMA;NA; $ 49.990 ; $ 18.620 ; $ 16.460 ; $ -   
5775;U24651;MODA UNIVERSO 2025;210;0;;No;0;0;;;;;0;0;CAMISETAS;DEPORTIVO;HOMBRE;NA; $ 35.990 ; $ 16.557 ; $ 14.637 ; $ -   
5776;806593;MODA UNIVERSO 2026 1;232;0;;No;0;0;;;;;0;0;BLUSAS;BASICO;DAMA;NA; $ 45.990 ; $ 19.553 ; $ 17.284 ; $ -   
5777;U24635;MODA UNIVERSO 2026 1;210;0;;No;0;0;;;;;0;0;BLUSAS;DEPORTIVO;DAMA;NA; $ 29.990 ; $ 13.492 ; $ 11.926 ; $ -   
5778;U24650;MODA UNIVERSO 2025;216;0;;No;0;0;;;;;0;0;PANTALONETAS;DEPORTIVO;HOMBRE;NA; $ 46.990 ; $ 21.361 ; $ 18.883 ; $ -   
5779;805194;MODA UNIVERSO 2026 1;540;567;14/04/2026;No;0;0;;;;;0;567;BLUSAS;INTIMA;DAMA;NA; $ 39.900 ; $ 17.275 ; $ 15.271 ; $ 9.454.045 
5780;MB0950;LINEA UNIVERSO;555;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ -   
5781;MB0950;LINEA UNIVERSO;525;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ -   
5782;MB0950;LINEA UNIVERSO;750;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ -   
5783;MB0950;LINEA UNIVERSO;720;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ -   
5784;600877;LINEA UNIVERSO;594;0;;No;0;0;;;;;0;0;SHORT;BASICO;DAMA;PLANO; $ 32.990 ; $ 14.661 ; $ 12.960 ; $ -   
5785;600877;LINEA UNIVERSO;630;680;14/04/2026;No;0;0;;;;;0;680;SHORT;BASICO;DAMA;PLANO; $ 32.990 ; $ 14.661 ; $ 12.960 ; $ 9.622.476 
5786;MP3132;LINEA UNIVERSO;496;0;;No;0;0;;;;;0;0;PANTALONES;MODAFRESCA;DAMA;PUNTO; $ 29.900 ; $ 13.210 ; $ 11.678 ; $ -   
5787;MP3132;LINEA UNIVERSO;488;0;;No;0;0;;;;;0;0;PANTALONES;MODAFRESCA;DAMA;PUNTO; $ 29.900 ; $ 13.210 ; $ 11.678 ; $ -   
5788;MP3132;LINEA UNIVERSO;368;0;;No;0;0;;;;;0;0;PANTALONES;MODAFRESCA;DAMA;PUNTO; $ 29.900 ; $ 13.210 ; $ 11.678 ; $ -   
5789;RIC025;LINEA UNIVERSO;516;0;;No;0;0;;;;;0;0;CACHETERO PROMOCION;INTIMA;DAMA;PUNTO; $ 16.990 ; $ 6.600 ; $ 5.834 ; $ -   
5790;RIC025;LINEA UNIVERSO;546;0;;No;0;0;;;;;0;0;CACHETERO PROMOCION;INTIMA;DAMA;PUNTO; $ 16.990 ; $ 6.600 ; $ 5.834 ; $ -   
5791;RIC025;LINEA UNIVERSO;546;0;;No;0;0;;;;;0;0;CACHETERO PROMOCION;INTIMA;DAMA;PUNTO; $ 16.990 ; $ 6.600 ; $ 5.834 ; $ -   
5792;RIC025;LINEA UNIVERSO;504;0;;No;0;0;;;;;0;0;CACHETERO PROMOCION;INTIMA;DAMA;PUNTO; $ 16.990 ; $ 6.600 ; $ 5.834 ; $ -   
5793;301085;MODA UNIVERSO 2025;280;0;;No;0;0;;;;;0;0;VESTIDOS;BASICO;DAMA;PLANO; $ 49.900 ; $ 15.989 ; $ 14.134 ; $ -   
5794;301085;MODA UNIVERSO 2025;273;0;;No;0;0;;;;;0;0;VESTIDOS;BASICO;DAMA;PLANO; $ 49.900 ; $ 15.989 ; $ 14.134 ; $ -   
5795;301085;MODA UNIVERSO 2025;266;0;;No;0;0;;;;;0;0;VESTIDOS;BASICO;DAMA;PLANO; $ 49.900 ; $ 15.989 ; $ 14.134 ; $ -   
5796;301085;MODA UNIVERSO 2025;294;0;;No;0;0;;;;;0;0;VESTIDOS;BASICO;DAMA;PLANO; $ 49.900 ; $ 15.989 ; $ 14.134 ; $ -   
5797;301085;MODA UNIVERSO 2025;273;0;;No;0;0;;;;;0;0;VESTIDOS;BASICO;DAMA;PLANO; $ 49.900 ; $ 15.989 ; $ 14.134 ; $ -   
5798;CJ0114;FIN DE AÑO;345;0;;No;0;0;;;;;0;0;CONJUNTOS;BASICO;DAMA;PUNTO; $ 69.900 ; $ 27.687 ; $ 24.476 ; $ -   
5799;CJ0114;FIN DE AÑO;360;0;;No;0;0;;;;;0;0;CONJUNTOS;BASICO;DAMA;PUNTO; $ 69.900 ; $ 27.687 ; $ 24.476 ; $ -   
5800;CJ0115;LINEA UNIVERSO;516;0;;No;0;0;;;;;0;0;CONJUNTOS;BASICO;DAMA;PUNTO; $ 49.900 ; $ 14.241 ; $ 12.589 ; $ -   
5801;CJ0115;LINEA UNIVERSO;404;0;;No;0;0;;;;;0;0;CONJUNTOS;BASICO;DAMA;PUNTO; $ 49.900 ; $ 14.241 ; $ 12.589 ; $ -   
5802;805530;MODA UNIVERSO 2025;396;0;;No;0;0;;;;;0;0;BLUSAS;INTIMA;DAMA;PUNTO; $ 13.900 ; $ 7.003 ; $ 6.191 ; $ -   
5803;805530;MODA UNIVERSO 2025;396;0;;No;0;0;;;;;0;0;BLUSAS;INTIMA;DAMA;PUNTO; $ 13.900 ; $ 7.003 ; $ 6.191 ; $ -   
5804;805530;MODA UNIVERSO 2025;279;0;;No;0;0;;;;;0;0;BLUSAS;INTIMA;DAMA;PUNTO; $ 13.900 ; $ 7.003 ; $ 6.191 ; $ -   
5805;805028;LINEA UNIVERSO;504;0;;No;0;0;;;;;0;0;BLUSAS;BASICO;DAMA;PUNTO; $ 29.990 ; $ 10.120 ; $ 8.960 ; $ -   
5806;805028;LINEA UNIVERSO;486;0;;No;0;0;;;;;0;0;BLUSAS;BASICO;DAMA;PUNTO; $ 29.990 ; $ 10.120 ; $ 8.960 ; $ -   
5807;MB1018;LINEA UNIVERSO;462;0;;No;0;0;;;;;0;0;SOBREPUESTOS;MODAFRESCA;DAMA;PUNTO; $ 32.990 ; $ 13.314 ; $ 11.770 ; $ -   
5808;MB1018;LINEA UNIVERSO;469;0;;No;0;0;;;;;0;0;SOBREPUESTOS;MODAFRESCA;DAMA;PUNTO; $ 32.990 ; $ 13.314 ; $ 11.770 ; $ -   
5809;MB6350;MODA UNIVERSO 2026 1;136;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;NA; $ 39.990 ; $ 15.843 ; $ 14.006 ; $ -   
5810;MB3573;LINEA UNIVERSO;387;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.900 ; $ 9.755 ; $ 8.623 ; $ -   
5811;MV2558;LINEA UNIVERSO;636;0;;No;0;0;;;;;0;0;VESTIDOS;MODAFRESCA;DAMA;PLANO; $ 49.900 ; $ 22.580 ; $ 19.960 ; $ -   
5812;MV2558;LINEA UNIVERSO;588;0;;No;0;0;;;;;0;0;VESTIDOS;MODAFRESCA;DAMA;PLANO; $ 49.900 ; $ 22.580 ; $ 19.960 ; $ -   
5813;MV2558;LINEA UNIVERSO;294;0;;No;0;0;;;;;0;0;VESTIDOS;MODAFRESCA;DAMA;PLANO; $ 49.900 ; $ 22.580 ; $ 19.960 ; $ -   
5814;140304;LINEA UNIVERSO;574;0;;No;0;0;;;;;0;0;ENTERIZO;BASICO;DAMA;PLANO; $ 39.990 ; $ 18.357 ; $ 16.228 ; $ -   
5815;GB0058;LINEA UNIVERSO;820;0;;No;0;0;;;;;0;0;BLUSAS;BOGOTA;DAMA;PUNTO; $ 29.990 ; $ 11.059 ; $ 9.776 ; $ -   
5817;GB0058;LINEA UNIVERSO;820;0;;No;0;0;;;;;0;0;BLUSAS;BOGOTA;DAMA;PUNTO; $ 29.990 ; $ 11.059 ; $ 9.776 ; $ -   
5819;U24634;MODA UNIVERSO 2026 1;210;0;;No;0;0;;;;;0;0;BLUSAS;DEPORTIVO;DAMA;NA; $ 24.990 ; $ 10.583 ; $ 9.355 ; $ -   
5820;GB0057;LINEA UNIVERSO;800;0;;No;0;0;;;;;0;0;BLUSAS;BOGOTA;DAMA;NA; $ 28.990 ; $ 12.394 ; $ 10.956 ; $ -   
5821;U24639;MODA UNIVERSO 2026 1;210;0;;No;0;0;;;;;0;0;VESTIDOS;DEPORTIVO;DAMA;NA; $ 62.990 ; $ 27.959 ; $ 24.715 ; $ -   
5822;GB0057;LINEA UNIVERSO;800;0;;No;0;0;;;;;0;0;BLUSAS;BOGOTA;DAMA;NA; $ 28.990 ; $ 12.394 ; $ 10.956 ; $ -   
5823;MB6148;MODA UNIVERSO 2026 1;360;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;NA; $ 26.990 ; $ 11.042 ; $ 9.761 ; $ -   
5824;MB6148;MODA UNIVERSO 2026 1;369;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;NA; $ 26.990 ; $ 11.042 ; $ 9.761 ; $ -   
5825;MB6118;LINEA UNIVERSO;414;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;NA; $ 26.990 ; $ 9.222 ; $ 8.152 ; $ -   
5826;MB6118;LINEA UNIVERSO;432;0;;No;0;0;;;;;0;0;BLUSAS;MODAFRESCA;DAMA;NA; $ 26.990 ; $ 9.222 ; $ 8.152 ; $ -   
5827;ME1598;MODA UNIVERSO 2026 1;200;0;;No;0;0;;;;;0;0;ENTERIZO;MODAFRESCA;DAMA;NA; $ 59.990 ; $ 20.995 ; $ 18.559 ; $ -   
